device_number,device_type,device_status,status_date,bin,borough,house_number,street_name,block,lot,zip_code,latitude,longitude,communitydistrict,citycouncildistrict,bbl,censustract,ntaname,equipment_type,periodic_report_year,cat1_report_year,cat1_latest_report_filed,cat5_latest_report_filed,periodic_latest_inspection
1P35163,Elevator,Active,2019-07-26T00:00:00.000,1089452,Manhattan,525,EAST   72 STREET,1484,16,10021,40.766314,-73.952456,108,05,1014840026,124,Upper East Side-Lenox Hill-Roosevelt Island,,2025,2026,2026-06-11T00:00:00.000,2026-06-11T00:00:00.000,2025-04-08T00:00:00.000
1P47651,Elevator,Active,2020-12-08T00:00:00.000,1089743,Manhattan,150,CHARLES STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,2025,2026,2026-04-21T00:00:00.000,2025-02-25T00:00:00.000,2025-07-21T00:00:00.000
1P47657,Elevator,Active,2020-12-08T00:00:00.000,1089743,Manhattan,150,CHARLES STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,2025,2026,2026-04-22T00:00:00.000,2025-02-24T00:00:00.000,2025-07-21T00:00:00.000
1F2389,Elevator,Removed,2011-04-25T00:00:00.000,1089743,Manhattan,287,WEST   10 STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,,,,,
1P47655,Elevator,Active,2020-12-08T00:00:00.000,1089743,Manhattan,150,CHARLES STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,2025,2026,2026-04-21T00:00:00.000,2025-02-26T00:00:00.000,2025-07-21T00:00:00.000
1F2387,Elevator,Removed,2011-04-25T00:00:00.000,1089743,Manhattan,287,WEST   10 STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,,,,,
1D10849,Dumbwaiter,Active,2016-05-11T00:00:00.000,1089743,Manhattan,150,CHARLES STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,2026,2026,2026-07-21T00:00:00.000,,2026-04-21T00:00:00.000
1P47653,Elevator,Active,2020-12-08T00:00:00.000,1089743,Manhattan,150,CHARLES STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,2025,2026,2026-04-21T00:00:00.000,2025-02-25T00:00:00.000,2025-07-21T00:00:00.000
1F2388,Elevator,Removed,2011-04-25T00:00:00.000,1089743,Manhattan,287,WEST   10 STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,,,,,
1P20188,Elevator,Removed,2011-04-25T00:00:00.000,1089743,Manhattan,287,WEST   10 STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,,,,,
1P48249,Elevator,Active,2015-07-31T00:00:00.000,1089743,Manhattan,150,CHARLES STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,2025,2026,2026-04-22T00:00:00.000,2025-02-26T00:00:00.000,2025-07-21T00:00:00.000
1P48255,Elevator,Active,2016-04-05T00:00:00.000,1089743,Manhattan,150,CHARLES STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,2025,2026,2026-04-22T00:00:00.000,2026-04-22T00:00:00.000,2025-07-21T00:00:00.000
1V22928,Personnel Hoist,Removed,2015-03-06T00:00:00.000,1089743,Manhattan,150,CHARLES STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,,,,,
1P47656,Elevator,Active,2020-12-08T00:00:00.000,1089743,Manhattan,150,CHARLES STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,2025,2026,2026-04-21T00:00:00.000,2025-02-24T00:00:00.000,2025-07-21T00:00:00.000
1F5237,Elevator,Removed,2011-04-25T00:00:00.000,1089743,Manhattan,287,WEST   10 STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,,,,,
1V22927,Personnel Hoist,Removed,2015-03-06T00:00:00.000,1089743,Manhattan,150,CHARLES STREET,636,7503,10014,40.734034,-74.008811,102,03,1006367503,75,West Village,,,,,,
1V22857,Personnel Hoist,Removed,2016-04-11T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1V22855,Personnel Hoist,Removed,2016-04-06T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1P6735,Elevator,Removed,2007-12-13T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1F10333,Elevator,Active,2014-12-18T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,2026,2025,2025-07-31T00:00:00.000,,2026-02-09T00:00:00.000
1P6764,Elevator,Removed,2007-12-13T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1P7328,Elevator,Removed,2007-12-13T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1F10332,Elevator,Active,2015-05-06T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,2026,2025,2025-07-31T00:00:00.000,,2026-02-09T00:00:00.000
1P47473,Elevator,Active,2020-06-05T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,2026,2025,2025-07-30T00:00:00.000,2023-06-20T00:00:00.000,2026-02-09T00:00:00.000
1P6760,Elevator,Removed,1999-08-30T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1V22853,Personnel Hoist,Removed,2016-04-06T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1P6766,Elevator,Removed,2009-10-30T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1P6765,Elevator,Removed,2007-12-13T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1P47472,Elevator,Active,2020-06-05T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,2026,2025,2025-07-30T00:00:00.000,2023-06-20T00:00:00.000,2026-02-09T00:00:00.000
1P47475,Elevator,Active,2020-06-05T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,2026,2025,2025-07-31T00:00:00.000,,2026-02-09T00:00:00.000
1W5208,Accessibility Lift,Removed,2013-02-22T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1P47474,Elevator,Active,2020-06-05T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,2026,2025,2025-07-31T00:00:00.000,2023-06-20T00:00:00.000,2026-02-09T00:00:00.000
1P48468,Elevator,Active,2015-10-23T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,2026,2025,2025-07-31T00:00:00.000,2025-07-31T00:00:00.000,2026-02-09T00:00:00.000
1V22854,Personnel Hoist,Active,2016-04-06T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1F724,Elevator,Removed,2009-10-30T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1V22856,Personnel Hoist,Removed,2016-04-06T00:00:00.000,1089803,Manhattan,825,FIRST AVENUE,1339,7502,10017,40.7515,-73.967885,106,04,1013397502,90,East Midtown-Turtle Bay,,,,,,
1P48505,Elevator,Active,2021-02-17T00:00:00.000,1089968,Manhattan,514,WEST   28 STREET,699,43,10001,40.751206,-74.002797,104,03,1006997503,9902,Chelsea-Hudson Yards,,2025,2025,2025-08-06T00:00:00.000,2022-05-23T00:00:00.000,2025-01-09T00:00:00.000
1V23309,Personnel Hoist,Removed,2015-03-31T00:00:00.000,1089968,Manhattan,514,WEST   28 STREET,699,43,10001,40.751206,-74.002797,104,03,1006997503,9902,Chelsea-Hudson Yards,,,,,,
1P49370,Elevator,Active,2021-02-17T00:00:00.000,1089968,Manhattan,514,WEST   28 STREET,699,43,10001,40.751206,-74.002797,104,03,1006997503,9902,Chelsea-Hudson Yards,,2025,2026,2026-05-27T00:00:00.000,2022-05-25T00:00:00.000,2025-01-09T00:00:00.000
1V23308,Personnel Hoist,Removed,2015-03-31T00:00:00.000,1089968,Manhattan,514,WEST   28 STREET,699,43,10001,40.751206,-74.002797,104,03,1006997503,9902,Chelsea-Hudson Yards,,,,,,
1P49369,Elevator,Active,2021-02-17T00:00:00.000,1089968,Manhattan,514,WEST   28 STREET,699,43,10001,40.751206,-74.002797,104,03,1006997503,9902,Chelsea-Hudson Yards,,2025,2026,2026-05-27T00:00:00.000,2022-05-26T00:00:00.000,2025-01-09T00:00:00.000
1P48506,Elevator,Active,2021-02-17T00:00:00.000,1089968,Manhattan,514,WEST   28 STREET,699,43,10001,40.751206,-74.002797,104,03,1006997503,9902,Chelsea-Hudson Yards,,2025,2026,2026-05-26T00:00:00.000,2022-05-24T00:00:00.000,2025-01-09T00:00:00.000
1P48504,Elevator,Active,2021-02-17T00:00:00.000,1089968,Manhattan,514,WEST   28 STREET,699,43,10001,40.751206,-74.002797,104,03,1006997503,9902,Chelsea-Hudson Yards,,2025,2026,2026-05-26T00:00:00.000,2022-05-23T00:00:00.000,2025-01-09T00:00:00.000
1P49367,Elevator,Active,2021-02-17T00:00:00.000,1089968,Manhattan,514,WEST   28 STREET,699,43,10001,40.751206,-74.002797,104,03,1006997503,9902,Chelsea-Hudson Yards,,2025,2025,2025-08-06T00:00:00.000,2022-05-26T00:00:00.000,2025-01-09T00:00:00.000
1V23354,Personnel Hoist,Removed,2015-05-29T00:00:00.000,1089968,Manhattan,514,WEST   28 STREET,699,43,10001,40.751206,-74.002797,104,03,1006997503,9902,Chelsea-Hudson Yards,,,,,,
1P48507,Elevator,Active,2021-02-17T00:00:00.000,1089968,Manhattan,514,WEST   28 STREET,699,43,10001,40.751206,-74.002797,104,03,1006997503,9902,Chelsea-Hudson Yards,,2025,2026,2026-05-26T00:00:00.000,2022-05-24T00:00:00.000,2025-01-09T00:00:00.000
1P49372,Elevator,Active,2021-02-17T00:00:00.000,1089968,Manhattan,514,WEST   28 STREET,699,43,10001,40.751206,-74.002797,104,03,1006997503,9902,Chelsea-Hudson Yards,,2025,2025,2025-08-06T00:00:00.000,2022-05-26T00:00:00.000,2025-01-09T00:00:00.000
1V22382,Personnel Hoist,Removed,2011-03-22T00:00:00.000,1090411,Manhattan,2300,FREDERICK DOUGLAS BOULEVARD,1929,7504,10027,40.809099,-73.951938,110,09,1019297504,222,Harlem (South),,,,,,
1P46263,Elevator,Active,2020-06-29T00:00:00.000,1090411,Manhattan,2300,FREDERICK DOUGLAS BOULEVARD,1929,7504,10027,40.809099,-73.951938,110,09,1019297504,222,Harlem (South),,2025,2026,2026-05-01T00:00:00.000,2025-08-11T00:00:00.000,2025-01-27T00:00:00.000
1P46108,Elevator,Active,2019-10-07T00:00:00.000,1090411,Manhattan,2296,8 AVENUE,1929,7504,10027,40.809099,-73.951938,110,09,1019297504,222,Harlem (South),,2025,2026,2026-07-16T00:00:00.000,2025-04-30T00:00:00.000,2025-09-05T00:00:00.000
1F10271,Elevator,Active,2011-03-09T00:00:00.000,1090411,Manhattan,2296,8 AVENUE,1929,7504,10027,40.809099,-73.951938,110,09,1019297504,222,Harlem (South),,2025,2026,2026-07-16T00:00:00.000,2025-05-01T00:00:00.000,2025-09-05T00:00:00.000
1P46109,Elevator,Active,2019-10-07T00:00:00.000,1090411,Manhattan,2296,8 AVENUE,1929,7504,10027,40.809099,-73.951938,110,09,1019297504,222,Harlem (South),,2025,2026,2026-07-16T00:00:00.000,2025-05-01T00:00:00.000,2025-09-05T00:00:00.000
1P46240,Elevator,Active,2020-06-29T00:00:00.000,1090411,Manhattan,2300,FREDERICK DOUGLAS BOULEVARD,1929,7504,10027,40.809099,-73.951938,110,09,1019297504,222,Harlem (South),,2025,2026,2026-05-01T00:00:00.000,2025-08-12T00:00:00.000,2025-01-27T00:00:00.000
1V22381,Personnel Hoist,Removed,2011-03-22T00:00:00.000,1090411,Manhattan,2300,FREDERICK DOUGLAS BOULEVARD,1929,7504,10027,40.809099,-73.951938,110,09,1019297504,222,Harlem (South),,,,,,
1P46182,Elevator,Active,2020-06-29T00:00:00.000,1090411,Manhattan,2300,FREDERICK DOUGLAS BOULEVARD,1929,7504,10027,40.809099,-73.951938,110,09,1019297504,222,Harlem (South),,2025,2026,2026-05-01T00:00:00.000,2025-08-11T00:00:00.000,2025-01-27T00:00:00.000
1W0994423,Accessibility Lift,Active,2021-12-31T00:00:00.000,1090411,Manhattan,2300,FREDRICK DOUGLASS BOULEVARD,1929,7504,10027,40.809099,-73.951938,110,09,1019297504,222,Harlem (South),PlatformStairwayChairLifts,,,,2021-12-30T00:00:00.000,
1P46239,Elevator,Active,2020-06-29T00:00:00.000,1090411,Manhattan,2300,FREDERICK DOUGLAS BOULEVARD,1929,7504,10027,40.809099,-73.951938,110,09,1019297504,222,Harlem (South),,2025,2026,2026-05-01T00:00:00.000,2025-08-12T00:00:00.000,2025-01-27T00:00:00.000
1C0995801,Personnel Hoist,Removed,2023-11-16T00:00:00.000,1090764,Manhattan,1230,YORK AVENUE,1480,10,10065,40.763134,-73.956451,108,05,1014800010,116,Upper East Side-Lenox Hill-Roosevelt Island,,,,,,
